TOTEN	-202.6086566
TOTEN	-238.195263
TOTEN	-241.7102516
TOTEN	-241.7197319
TOTEN	-241.5608598
TOTEN	-241.4302141
TOTEN	-241.3738017
TOTEN	-241.3764419
TOTEN	-241.398903
TOTEN	-241.409863
TOTEN	-241.4151273
TOTEN	-202.6552049
TOTEN	-238.1284895
TOTEN	-241.7669999
TOTEN	-241.7149702
TOTEN	-241.5591846
TOTEN	-241.4262074
TOTEN	-241.3700099
TOTEN	-241.3723538
TOTEN	-241.3950069
TOTEN	-241.4060982
TOTEN	-241.4113333
TOTEN	-202.5454941
TOTEN	-238.0673707
TOTEN	-241.7677559
TOTEN	-241.7164009
TOTEN	-241.5586125
TOTEN	-241.425468
TOTEN	-241.369211
TOTEN	-241.3713776
TOTEN	-241.394022
TOTEN	-241.4051325
TOTEN	-241.4104026
TOTEN	-202.5929256
TOTEN	-238.0889288
TOTEN	-241.7748943
TOTEN	-241.7178982
TOTEN	-241.5588148
TOTEN	-241.4255466
TOTEN	-241.3692972
TOTEN	-241.3715032
TOTEN	-241.3941262
TOTEN	-241.4052751
TOTEN	-241.4105583
